unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives
4,Crear el material del curso,4,Dashboard,,Actividad de la Lección 4.4,/assets/html/lesson-4.4.html,,*
4,Crear el material del curso,5,La pantalla de registro,yes,Actividad de la Lección 4.5,/assets/html/lesson-4.5.html,,*
4,Crear el material del curso,6,La pantalla del perfil de usuario,,Actividad de la Lección 4.6,/assets/html/lesson-4.6.html,,*
4,Crear el material del curso,7,La pantalla Home,,Actividad de la Lección 4.7,/assets/html/lesson-4.7.html,,*
4,Crear el material del curso,8,Crear lecciones,yes,Actividad de la Lección 4.8,/assets/html/lesson-4.8.html,,*
4,Crear el material del curso,9,Crear actividades,yes,Actividad de la Lección 4.9,/assets/html/lesson-4.9.html,,*
4,Crear el material del curso,10,Crear evaluaciones,yes,Actividad de la Lección 4.10,/assets/html/lesson-4.10.html,,*
4,Crear el material del curso,11,Accesibilidad,,Actividad de la Lección 4.11,/assets/html/lesson-4.12.html,,*
4,Crear el material del curso,12,Internacionalización,,Actividad de la Lección 4.12,/assets/html/lesson-4.13.html,,*
4,Crear el material del curso,13,Verificar el código fuente,,Actividad de la Lección 4.13,/assets/html/lesson-4.14.html,,*
4,Crear el material del curso,14,Subir la aplicación,,Actividad de la Lección 4.14,/assets/html/lesson-4.15.html,,*

5,Gestionar el curso,1,Discusiones y material opcional,,Actividad de la Lección 5.1,/assets/html/lesson-5.1.html,,*
5,Gestionar el curso,2,Foros,yes,Actividad de la Lección 5.2,/assets/html/lesson-5.2.html,,*
5,Gestionar el curso,3,Listas de email,,Actividad de la Lección 5.3,/assets/html/lesson-5.3.html,,*
5,Gestionar el curso,4,Pantalla de discusiones,,Actividad de la Lección 5.4,/assets/html/lesson-5.4.html,,*
5,Gestionar el curso,5,Ejemplos de emails,,Actividad de la Lección 5.5,/assets/html/lesson-5.5.html,,*
5,Gestionar el curso,6,Clases en linea (Hangout),yes,Actividad de la Lección 5.6,/assets/html/lesson-5.6.html,,*
5,Gestionar el curso,7,Profesores asistentes,yes,Actividad de la Lección 5.7,/assets/html/lesson-5.7.html,,*

6,Evaluar el curso,1,Introducción,,Actividad de la Lección 6.1,/assets/html/lesson-6.1.html,,*
6,Evaluar el curso,2,Evaluaciones de los estudiantes,,Actividad de la Lección 6.2,/assets/html/lesson-6.2.html,,*
6,Evaluar el curso,3,Alcance y compromiso,yes,Actividad de la Lección 6.3,/assets/html/lesson-6.3.html,,*
6,Evaluar el curso,4,Ejemplo de los datos de ejemplo y compromiso,,Actividad de la Lección 6.4,/assets/html/lesson-6.4.html,,*
6,Evaluar el curso,5,Satisfacción de los estudiantes,,Actividad de la Lección 6.5,/assets/html/lesson-6.5.html,,*
6,Evaluar el curso,6,Combinar evaluación y alcance de datos,,Actividad de la Lección 6.7,/assets/html/lesson-6.7.html,,*
6,Evaluar el curso,7,Exportar los datos del curso,yes,Actividad de la Lección 6.8,/assets/html/lesson-6.8.html,,*

7,Practicum,1,Obtener el certificado,,,,,"El certificado final se enviar&aacute; al alumno con sus datos, la notas parciales y finales obtenidas, etc.<br>El único requisito indispensable para obtener el certificado es la realización de una practica, es decir, ser capaz de montar un curso en su ordenador. <b>No es necesario subirlo a appspot.com</b> Si usted consigue crear un curso, puede enviarlo de las siguientes formas:<ul><li>En un archivo .zip</li><li>Enviando el enlace de su ubicación para visualizarlo.</li></ul>. El curso puede versar sobre cualquier tema, y podrá ser incluido en la lista de cursos para que otros usuarios se benefien de su trabajo. Debe contar con al menos:<ul><li>Dos unidades</li><li>Evaluaciones Pre, Mid, y Fin</li><li>Al menos dos lecciones por unidad.</li><li>Y una activad por unidad como mínimo</li></ul><p><center><img style='width:50%' src=http://wiki.course-builder.googlecode.com/git/images/certificate.png></p><b>&Aacute;nimo, no queda nada, y el certificado es completamente gratuito.</b></center>"

